"tac,""vendor"",""platform"",""type"""
"35236103,""Chi Mei"",""Proprietary"",""USB modem"""
"35236104,""AboCom"",""Proprietary"",""Phone"""
"35236200,""Samsung"",""Proprietary"",""Phone"""
"35236201,""LG"",""Proprietary"",""Phone"""
"35236202,""Pulid"",""Proprietary"",""Phone"""
"35236203,""Sony Ericsson"",""Proprietary"",""Phone"""
"35236204,""AboCom"",""Proprietary"",""Phone"""
"35236300,""Samsung"",""Proprietary"",""Phone"""
"35236301,""Siemens"",""Proprietary"",""Phone"""
"35255501,""HTC"",""Windows Mobile"",""SmartPhone"""
"35255502,""Tiange"",""Proprietary"",""Phone"""
"35255503,""Samsung"",""Proprietary"",""Phone"""
"35255504,""Samsung"",""Proprietary"",""Phone"""
"35255600,""LiteOn"",""Proprietary"",""Phone"""
"35255601,""Philips"",""Proprietary"",""Phone"""
"35255602,""Tiange"",""Proprietary"",""Phone"""
"35255603,""Samsung"",""Proprietary"",""Phone"""
"35255604,""Samsung"",""Proprietary"",""Phone"""
"35255700,""Motorola"",""Proprietary"",""Phone"""
"35255701,""Sony Ericsson"",""Proprietary"",""Phone"""
"35255702,""Tiange"",""Proprietary"",""Phone"""
"35255703,""Pantech"",""Proprietary"",""Phone"""
"35255704,""Samsung"",""Proprietary"",""Phone"""
"35255800,""Motorola"",""Proprietary"",""Phone"""
"35255801,""Sony Ericsson"",""Proprietary"",""Phone"""
"35255802,""General Mobile"",""Proprietary"",""Phone"""
"35255803,""Pantech"",""Proprietary"",""Phone"""
"35255804,""Samsung"",""Android"",""SmartPhone"""
"35255900,""Dbtel"",""Proprietary"",""Phone"""
"35255901,""Kejian"",""Proprietary"",""Phone"""
"35255902,""General Mobile"",""Proprietary"",""Phone"""
"35255903,""Emi"",""Proprietary"",""Phone"""
"35255904,""G-Nine"",""Proprietary"",""Phone"""
"35256000,""TCL"",""Proprietary"",""Phone"""
"35256001,""Samsung"",""Proprietary"",""Phone"""
"35256002,""Sony Ericsson"",""Proprietary"",""Phone"""
"35256003,""Samsung"",""Proprietary"",""Phone"""
"35256004,""Trident"",""Proprietary"",""Phone"""
"35256100,""CECT"",""Proprietary"",""Phone"""
"35256101,""Samsung"",""Proprietary"",""Phone"""
"35256102,""Haier"",""Proprietary"",""Phone"""
"35256103,""Samsung"",""Proprietary"",""Phone"""
"35256104,""G-Nine"",""Proprietary"",""Phone"""
"35256200,""Eastcom"",""Proprietary"",""Phone"""
"35256201,""I-Mobile"",""Proprietary"",""Phone"""
"35256202,""Samsung"",""Proprietary"",""Phone"""
"35256203,""Enet"",""Proprietary"",""Phone"""
"35256204,""G-Nine"",""Proprietary"",""Phone"""
"35256300,""Eastcom"",""Proprietary"",""Phone"""
"35256301,""Samsung"",""Proprietary"",""Phone"""
"35256302,""Samsung"",""Proprietary"",""Phone"""
"35256303,""LG"",""Proprietary"",""Phone"""
"35256304,""G-Nine"",""Proprietary"",""Phone"""
"35256400,""Hon Hai"",""Proprietary"",""Phone"""
"35256401,""Lenovo"",""Proprietary"",""Phone"""
"35256402,""Bird"",""Proprietary"",""Phone"""
"35256403,""Thales"",""Proprietary"",""Phone"""
"35256404,""G-Nine"",""Proprietary"",""Phone"""
"35256500,""Victory"",""Proprietary"",""Phone"""
"35256501,""Samsung"",""Proprietary"",""Phone"""
"35256502,""Bird"",""Proprietary"",""Phone"""
"35256504,""G-Nine"",""Proprietary"",""Phone"""
"35256600,""Ezio"",""Proprietary"",""Phone"""
"35256601,""O2"",""Proprietary"",""Phone"""
"35256602,""Bird"",""Proprietary"",""Phone"""
"35256603,""Neox"",""Proprietary"",""Phone"""
"35256604,""G-Nine"",""Proprietary"",""Phone"""
"35256700,""Ezio"",""Proprietary"",""Phone"""
"35256701,""CECT"",""Proprietary"",""Phone"""
"35256702,""Bird"",""Proprietary"",""Phone"""
"35274503,""Samsung"",""Proprietary"",""Phone"""
"35274504,""G-Nine"",""Proprietary"",""Phone"""
"35274600,""Motorola"",""Proprietary"",""Phone"""
"35274601,""Nokia"",""ISA"",""Phone"""
"35274602,""Vita"",""Proprietary"",""Phone"""
"35274603,""Samsung"",""Proprietary"",""Phone"""
"35274604,""G-Nine"",""Proprietary"",""Phone"""
"35274700,""Motorola"",""Proprietary"",""Phone"""
"35274701,""Nokia"",""ISA"",""Phone"""
"35274702,""Vita"",""Proprietary"",""Phone"""
"35274703,""Samsung"",""Proprietary"",""Phone"""
"35274704,""G-Nine"",""Proprietary"",""Phone"""
"35274800,""Samsung"",""Proprietary"",""Phone"""
"35274801,""Nokia"",""ISA"",""Phone"""
"35274802,""Zaxid"",""Proprietary"",""Phone"""
"35274803,""Samsung"",""Proprietary"",""Phone"""
"35274804,""G-Nine"",""Proprietary"",""Phone"""
"35274900,""Samsung"",""Proprietary"",""Phone"""
"35274901,""Nokia"",""Symbian OS"",""Phone"""
"35274902,""Zaxid"",""Proprietary"",""Phone"""
"35274903,""Samsung"",""Proprietary"",""Phone"""
"35274904,""G-Nine"",""Proprietary"",""Phone"""
"35275000,""Samsung"",""Proprietary"",""Phone"""
"35275001,""Nokia"",""ISA"",""Phone"""
"35275002,""Zaxid"",""Proprietary"",""Phone"""
"35275003,""Samsung"",""Proprietary"",""Phone"""
"35275004,""Longcheer"",""Proprietary"",""Phone"""
"35275100,""Philips"",""Proprietary"",""Phone"""
"35275101,""Nokia"",""ISA"",""Phone"""
"35275102,""Zaxid"",""Proprietary"",""Phone"""
"35275103,""Samsung"",""Proprietary"",""Phone"""
"35275104,""Blackcherry"",""Proprietary"",""Phone"""
"35275200,""Philips"",""Proprietary"",""Phone"""
"35275201,""Nokia"",""ISA"",""Phone"""
"35275202,""Skyworth"",""Proprietary"",""Phone"""
"35275203,""Samsung"",""Proprietary"",""Phone"""
"35275204,""Samsung"",""Proprietary"",""Phone"""
"35275301,""Nokia"",""Symbian OS"",""Phone"""
"35275302,""LG"",""Proprietary"",""Phone"""
"35275303,""Samsung"",""Proprietary"",""Phone"""
"35275304,""Samsung"",""Proprietary"",""Phone"""
"35275400,""Philips"",""Proprietary"",""Phone"""
"35275401,""Nokia"",""ISA"",""Phone"""
"35275402,""LG"",""Proprietary"",""Phone"""
"35275403,""Samsung"",""Proprietary"",""Phone"""
"35275404,""Alcatel"",""Proprietary"",""Phone"""
"35275500,""Philips"",""Proprietary"",""Phone"""
"35275501,""Nokia"",""ISA"",""Phone"""
"35275502,""LG"",""Proprietary"",""Phone"""
"35275503,""Concord"",""Proprietary"",""Phone"""
"35275504,""Alcatel"",""Proprietary"",""Phone"""
"35275600,""Philips"",""Proprietary"",""Phone"""
"35275601,""Nokia"",""Symbian OS"",""SmartPhone"""
"35275602,""LG"",""Proprietary"",""Phone"""
"35275603,""Desay"",""Proprietary"",""Phone"""
"35275604,""Aolixin"",""Proprietary"",""Phone"""
"35275701,""Nokia"",""Symbian OS"",""SmartPhone"""
"35275702,""Hunan Electronic"",""Proprietary"",""Phone"""
"35275703,""Desay"",""Proprietary"",""Phone"""
"35275704,""ZTE"",""Proprietary"",""Phone"""
"35275800,""Konka"",""Proprietary"",""Phone"""
"35275801,""Nokia"",""Symbian OS"",""Phone"""
"35275802,""Lenovo"",""Proprietary"",""Phone"""
"35275803,""Concord"",""Proprietary"",""Phone"""
"35216204,""Nony"",""Proprietary"",""Phone"""
"35216300,""Falcom"",""Proprietary"",""USB modem"""
"35216301,""Yidong"",""Proprietary"",""Phone"""
"35216302,""Vita"",""Proprietary"",""Phone"""
"35216303,""TTN"",""Proprietary"",""Phone"""
"35216304,""Fenghuo"",""Proprietary"",""Phone"""
"35216400,""Chi Mei"",""Proprietary"",""Phone"""
"35216401,""Yidong"",""Proprietary"",""Phone"""
"35216402,""Gaotong"",""Proprietary"",""Phone"""
"35216403,""TTN"",""Proprietary"",""Phone"""
"35216404,""Fenghuo"",""Proprietary"",""Phone"""
"35216500,""VK Mobile"",""Proprietary"",""Phone"""
"35216501,""Yidong"",""Proprietary"",""Phone"""
"35216502,""Sony Ericsson"",""Proprietary"",""Phone"""
"35216503,""TTN"",""Proprietary"",""Phone"""
"35216504,""Zonda"",""Proprietary"",""Phone"""
"35216600,""VK Mobile"",""Proprietary"",""Phone"""
"35216601,""Yidong"",""Proprietary"",""Phone"""
"35216602,""LG"",""Windows Mobile"",""Phone"""
"35216603,""Samsung"",""Proprietary"",""Phone"""
"35216604,""LG"",""Android"",""SmartPhone"""
"35216700,""VK Mobile"",""Proprietary"",""Phone"""
"35216701,""Yidong"",""Proprietary"",""Phone"""
"35216702,""Daxian"",""Proprietary"",""Phone"""
"35216703,""Samsung"",""Proprietary"",""Phone"""
"35216704,""LG"",""Android"",""Phone"""
"35216800,""Top Guo Wei"",""Proprietary"",""Phone"""
"35216801,""Huayu"",""Proprietary"",""Phone"""
"35216802,""Okwap"",""Proprietary"",""Phone"""
"35216803,""Jetpolink"",""Proprietary"",""Phone"""
"35216804,""LG"",""Proprietary"",""Phone"""
"35216900,""Panda"",""Proprietary"",""Phone"""
"35216901,""LG"",""Proprietary"",""Phone"""
"35216902,""Lemon"",""Proprietary"",""Phone"""
"35216903,""Wavecom"",""Proprietary"",""USB modem"""
"35216904,""LG"",""Proprietary"",""Phone"""
"35217000,""Redco"",""Proprietary"",""Phone"""
"35217001,""Samsung"",""Proprietary"",""Phone"""
"35217002,""Eten"",""Windows Mobile"",""SmartPhone"""
"35217003,""TLT"",""Proprietary"",""Phone"""
"35217004,""LG"",""Proprietary"",""Phone"""
"35217100,""BenQ"",""Proprietary"",""Phone"""
"35217101,""Siemens"",""Proprietary"",""Phone"""
"35217102,""Unitone"",""Proprietary"",""Phone"""
"35217103,""TLT"",""Proprietary"",""Phone"""
"35217104,""LG"",""Proprietary"",""Phone"""
"35217200,""IPWireless"",""Proprietary"",""USB modem"""
"35217201,""Samsung"",""Proprietary"",""Phone"""
"35217202,""Eten"",""Windows Mobile"",""SmartPhone"""
"35217203,""KT"",""Proprietary"",""Phone"""
"35217204,""Panasonic"",""Proprietary"",""Phone"""
"35217300,""IPWireless"",""Proprietary"",""USB modem"""
"35217301,""Cosun"",""Proprietary"",""Phone"""
"35217302,""Unitone"",""Proprietary"",""Phone"""
"35217303,""ZTE"",""Proprietary"",""Phone"""
"35217304,""Galif"",""Proprietary"",""Phone"""
"35217400,""IPWireless"",""Proprietary"",""USB modem"""
"35217401,""Stratega"",""Proprietary"",""Phone"""
"35217402,""KDI"",""Proprietary"",""Phone"""
"35217403,""Pantech"",""Proprietary"",""Phone"""
"35217404,""Galif"",""Proprietary"",""Phone"""
"35236302,""Pulid"",""Proprietary"",""Phone"""
"35236303,""Jetpolink"",""Proprietary"",""Phone"""
"35236304,""Sagem"",""Proprietary"",""Phone"""
"35236400,""Samsung"",""Proprietary"",""Phone"""
"35236401,""Siemens"",""Proprietary"",""Phone"""
"35236402,""Pulid"",""Proprietary"",""Phone"""
"35236403,""Jinfeisheng"",""Proprietary"",""Phone"""
"35236404,""Samsung"",""Proprietary"",""Phone"""
"35236500,""Samsung"",""Proprietary"",""Phone"""
"35236501,""Jinpeng"",""Proprietary"",""Phone"""
"35236502,""Gionee"",""Proprietary"",""Phone"""
"35236503,""Sigmatel"",""Proprietary"",""Phone"""
"35236504,""Samsung"",""Proprietary"",""Phone"""
"35236600,""Motorola"",""Proprietary"",""Network device"""
"35236601,""Lenovo"",""Proprietary"",""Phone"""
"35236602,""Pulid"",""Proprietary"",""Phone"""
"35236603,""Sigmatel"",""Proprietary"",""Phone"""
"35236604,""Samsung"",""Proprietary"",""Phone"""
"35236700,""Sagem"",""Proprietary"",""Phone"""
"35236701,""Option"",""Proprietary"",""Data card"""
"35236702,""Pulid"",""Proprietary"",""Phone"""
"35236703,""Sigmatel"",""Proprietary"",""Phone"""
"35236704,""Samsung"",""Proprietary"",""Phone"""
"35236800,""Dbtel"",""Proprietary"",""Phone"""
"35236801,""Option"",""Proprietary"",""Data card"""
"35236802,""Pulid"",""Proprietary"",""Phone"""
"35236803,""Nktel"",""Proprietary"",""Phone"""
"35236804,""Samsung"",""Proprietary"",""Phone"""
"35236900,""SED"",""Proprietary"",""Phone"""
"35236901,""Option"",""Proprietary"",""Data card"""
"35236903,""Jinfeisheng"",""Proprietary"",""Phone"""
"35236904,""Samsung"",""Proprietary"",""Phone"""
"35237000,""SED"",""Proprietary"",""Phone"""
"35237001,""Option"",""Proprietary"",""Data card"""
"35237002,""Lenovo"",""Proprietary"",""Phone"""
"35237003,""Pagaria"",""Proprietary"",""Phone"""
"35237004,""Haier"",""Proprietary"",""Phone"""
"35237100,""Kejian"",""Proprietary"",""Phone"""
"35237101,""Option"",""Proprietary"",""Data card"""
"35237102,""Huawei"",""Proprietary"",""Phone"""
"35237103,""Wavecom"",""Proprietary"",""Phone"""
"35237104,""Alcatel"",""Proprietary"",""Phone"""
"35237200,""Konka"",""Proprietary"",""Phone"""
"35237201,""Option"",""Proprietary"",""Data card"""
"35237202,""Huawei"",""Proprietary"",""Phone"""
"35237203,""Samsung"",""Proprietary"",""Phone"""
"35237204,""Gfive"",""Proprietary"",""Phone"""
"35237300,""VascoTrack"",""Proprietary"",""Data card"""
"35237301,""Option"",""Proprietary"",""Data card"""
"35237302,""Unis-Hitech"",""Proprietary"",""Phone"""
"35237303,""Samsung"",""Proprietary"",""Phone"""
"35237304,""Huawei"",""Proprietary"",""Phone"""
"35237400,""Kejian"",""Proprietary"",""Phone"""
"35237401,""Option"",""Proprietary"",""USB modem"""
"35237402,""Unis-Hitech"",""Proprietary"",""Phone"""
"35237403,""Samsung"",""Proprietary"",""Phone"""
"35237404,""Huawei"",""Proprietary"",""USB modem"""
"35256703,""Neox"",""Proprietary"",""Phone"""
"35256704,""G-Nine"",""Proprietary"",""Phone"""
"35256800,""Samsung"",""Proprietary"",""Phone"""
"35256801,""WABS"",""Proprietary"",""Phone"""
"35256802,""Bird"",""Proprietary"",""Phone"""
"35256803,""Neox"",""Proprietary"",""Phone"""
"35256804,""G-Nine"",""Proprietary"",""Phone"""
"35256900,""Samsung"",""Proprietary"",""Phone"""
"35256901,""Jinpeng"",""Proprietary"",""Phone"""
"35256902,""Sony Ericsson"",""Proprietary"",""Phone"""
"35256903,""Sagem"",""Proprietary"",""Phone"""
"35256904,""G-Nine"",""Proprietary"",""Phone"""
"35257000,""Samsung"",""Proprietary"",""Phone"""
"35257001,""Samsung"",""Proprietary"",""Phone"""
"35257002,""Sony Ericsson"",""Proprietary"",""Phone"""
"35257003,""Cayon"",""Proprietary"",""Phone"""
"35257004,""Tinmo"",""Proprietary"",""Phone"""
"35257100,""CECT"",""Proprietary"",""Phone"""
"35257101,""Pantech"",""Proprietary"",""Phone"""
"35257102,""Sony Ericsson"",""Proprietary"",""Phone"""
"35257103,""Cayon"",""Proprietary"",""Phone"""
"35257104,""LG"",""Proprietary"",""Phone"""
"35257200,""Pantech"",""AMX"",""Phone"""
"35257201,""Samsung"",""Proprietary"",""Phone"""
"35257202,""Unitone"",""Proprietary"",""Phone"""
"35257203,""Wasam"",""Proprietary"",""Phone"""
"35257204,""Ace"",""Proprietary"",""Phone"""
"35257300,""Pantech"",""AMX"",""Phone"""
"35257301,""Samsung"",""Windows Mobile"",""SmartPhone"""
"35257302,""Haier"",""Proprietary"",""Phone"""
"35257303,""Pujie"",""Proprietary"",""Phone"""
"35257304,""Captain"",""Proprietary"",""Phone"""
"35257400,""Pantech"",""AMX"",""Phone"""
"35257401,""Samsung"",""Proprietary"",""Phone"""
"35257402,""Uwei"",""Proprietary"",""Phone"""
"35257403,""Huawei"",""Proprietary"",""Phone"""
"35257404,""Ace"",""Proprietary"",""Phone"""
"35257500,""Daxian"",""Proprietary"",""Phone"""
"35257501,""MBM"",""Proprietary"",""Phone"""
"35257502,""Ezze"",""Proprietary"",""Phone"""
"35257503,""RVSolutions"",""Proprietary"",""Phone"""
"35257504,""ZTE"",""Proprietary"",""Phone"""
"35257600,""Samsung"",""Proprietary"",""Phone"""
"35257601,""Psitek"",""Proprietary"",""Phone"""
"35257602,""LG"",""Proprietary"",""Phone"""
"35257603,""Alcatel"",""Proprietary"",""Phone"""
"35257604,""S-Mobile"",""Proprietary"",""Phone"""
"35257700,""Panasonic"",""Proprietary"",""Phone"""
"35257701,""Enkom"",""Proprietary"",""Phone"""
"35257702,""Ezze"",""Proprietary"",""Phone"""
"35257703,""Jinpeng"",""Proprietary"",""Phone"""
"35257704,""S-Mobile"",""Proprietary"",""Phone"""
"35257800,""Bird"",""Proprietary"",""Phone"""
"35257801,""Aux"",""Proprietary"",""Phone"""
"35257802,""Gaotong"",""Proprietary"",""Phone"""
"35257803,""Minerva"",""Proprietary"",""Phone"""
"35257804,""Citycall"",""Proprietary"",""Phone"""
"35257900,""Bird"",""Proprietary"",""Phone"""
"35257901,""Daxian"",""Proprietary"",""Phone"""
"35257902,""Gaotong"",""Proprietary"",""Phone"""
"35257903,""Samsung"",""Proprietary"",""Phone"""
"35257904,""Oinom"",""Proprietary"",""Phone"""
"35258000,""Bird"",""Proprietary"",""Phone"""
"35258001,""Daxian"",""Proprietary"",""Phone"""
"35258002,""Gaotong"",""Proprietary"",""Phone"""
"35275804,""ZTE"",""Proprietary"",""Phone"""
"35275900,""Philips"",""Proprietary"",""Phone"""
"35275901,""Nokia"",""Symbian OS"",""Phone"""
"35275902,""Lenovo"",""Proprietary"",""Phone"""
"35275903,""Concord"",""Proprietary"",""Phone"""
"35275904,""ZTE"",""Proprietary"",""Phone"""
"35276000,""Philips"",""Proprietary"",""Phone"""
"35276001,""Nokia"",""ISA"",""Phone"""
"35276002,""Qisda"",""Proprietary"",""Phone"""
"35276003,""Concord"",""Proprietary"",""Phone"""
"35276004,""ZTE"",""Windows Mobile"",""SmartPhone"""
"35276100,""Cellon"",""Proprietary"",""Phone"""
"35276101,""Nokia"",""Symbian OS"",""Phone"""
"35276102,""Zhongyi"",""Proprietary"",""Phone"""
"35276103,""Digiphone"",""Proprietary"",""Phone"""
"35276104,""ZTE"",""Proprietary"",""Phone"""
"35276200,""Cellon"",""Proprietary"",""Phone"""
"35276201,""Nokia"",""ISA"",""Phone"""
"35276202,""Capot"",""Proprietary"",""Phone"""
"35276203,""Gaoxinqi"",""Proprietary"",""Phone"""
"35276204,""Philips"",""Proprietary"",""Phone"""
"35276301,""Nokia"",""ISA"",""Phone"""
"35276302,""Yicheng"",""Proprietary"",""Phone"""
"35276303,""Yidong"",""Proprietary"",""Phone"""
"35276304,""Nony"",""Proprietary"",""Phone"""
"35276400,""Philips"",""Proprietary"",""Phone"""
"35276401,""Nokia"",""Symbian OS"",""SmartPhone"""
"35276402,""Yicheng"",""Proprietary"",""Phone"""
"35276403,""Yidong"",""Proprietary"",""Phone"""
"35276404,""ZTE"",""Proprietary"",""Phone"""
"35276500,""Philips"",""Proprietary"",""Phone"""
"35276501,""Nokia"",""Symbian OS"",""SmartPhone"""
"35276502,""Yicheng"",""Proprietary"",""Phone"""
"35276503,""Yidong"",""Proprietary"",""Phone"""
"35276504,""Sing"",""Proprietary"",""Phone"""
"35276600,""Cellon"",""Proprietary"",""Phone"""
"35276601,""Nokia"",""Symbian OS"",""SmartPhone"""
"35276602,""Daxian"",""Proprietary"",""Phone"""
"35276603,""3Q"",""Proprietary"",""Phone"""
"35276604,""Gongjin"",""Proprietary"",""Phone"""
"35276700,""Cellon"",""Proprietary"",""Phone"""
"35276701,""Nokia"",""Symbian OS"",""SmartPhone"""
"35276702,""Daxian"",""Proprietary"",""Phone"""
"35276703,""3Q"",""Proprietary"",""Phone"""
"35276704,""Gongjin"",""Proprietary"",""Phone"""
"35276800,""Konka"",""Proprietary"",""Phone"""
"35276801,""Nokia"",""Symbian OS"",""Phone"""
"35276802,""Yicheng"",""Proprietary"",""Phone"""
"35276803,""Pagaria"",""Proprietary"",""Phone"""
"35276804,""TTM"",""Proprietary"",""Phone"""
"35276900,""Philips"",""Proprietary"",""Phone"""
"35276901,""Nokia"",""Symbian OS"",""SmartPhone"""
"35276902,""Yicheng"",""Proprietary"",""Phone"""
"35276903,""Sigmatel"",""Proprietary"",""Phone"""
"35276904,""TTM"",""Proprietary"",""Phone"""
"35277000,""Philips"",""Proprietary"",""Phone"""
"35277001,""Nokia"",""ISA"",""Phone"""
"35277002,""Yicheng"",""Proprietary"",""Phone"""
"35277003,""Capitel"",""Proprietary"",""Phone"""
"35277004,""Icell"",""Proprietary"",""Phone"""
"35277100,""Philips"",""Proprietary"",""Phone"""
"35277101,""Nokia"",""ISA"",""Phone"""
"35277102,""Yicheng"",""Proprietary"",""Phone"""
"35277103,""Wistron"",""Proprietary"",""Phone"""
"35277104,""Icell"",""Proprietary"",""Phone"""
"35217501,""Gaotong"",""Proprietary"",""Phone"""
"35217502,""KDI"",""Proprietary"",""Phone"""
"35217503,""LG"",""Proprietary"",""Laptop"""
"35217504,""Galif"",""Proprietary"",""Phone"""
"35217600,""Psitek"",""Proprietary"",""Phone"""
"35217601,""Holley"",""Proprietary"",""Phone"""
"35217602,""KDI"",""Proprietary"",""Phone"""
"35217603,""Anycool"",""Proprietary"",""Phone"""
"35217604,""Galif"",""Proprietary"",""Phone"""
"35217700,""Mitsubishi"",""Proprietary"",""Phone"""
"35217701,""Amoi"",""Proprietary"",""Phone"""
"35217702,""KDI"",""Proprietary"",""Phone"""
"35217703,""HTC"",""Android"",""SmartPhone"""
"35217704,""Galif"",""Proprietary"",""Phone"""
"35217800,""Sendo"",""Proprietary"",""Phone"""
"35217801,""Sagem"",""Proprietary"",""Phone"""
"35217802,""TLT"",""Proprietary"",""Phone"""
"35217803,""TLT"",""Proprietary"",""Phone"""
"35217804,""Galif"",""Proprietary"",""Phone"""
"35217900,""Samsung"",""Proprietary"",""Phone"""
"35217901,""Sagem"",""Proprietary"",""Phone"""
"35217902,""Zaxid"",""Proprietary"",""Phone"""
"35217903,""TLT"",""Proprietary"",""Phone"""
"35217904,""Galif"",""Proprietary"",""Phone"""
"35218000,""Celestica"",""Proprietary"",""Phone"""
"35218001,""Siemens"",""Proprietary"",""Phone"""
"35218002,""Zaxid"",""Proprietary"",""Phone"""
"35218003,""Sigmatel"",""Proprietary"",""Phone"""
"35218004,""Galif"",""Proprietary"",""Phone"""
"35218100,""Maxon"",""Proprietary"",""Phone"""
"35218101,""Siemens"",""Proprietary"",""Phone"""
"35218102,""Zaxid"",""Proprietary"",""Phone"""
"35218103,""Sigmatel"",""Proprietary"",""Phone"""
"35218104,""Samsung"",""Bada OS"",""SmartPhone"""
"35218200,""Kejian"",""Proprietary"",""Phone"""
"35218201,""Siemens"",""Proprietary"",""Phone"""
"35218202,""Zaxid"",""Proprietary"",""Phone"""
"35218203,""Sigmatel"",""Proprietary"",""Phone"""
"35218204,""Samsung"",""Proprietary"",""Phone"""
"35218300,""Lenovo"",""Proprietary"",""Phone"""
"35218301,""Kejian"",""Proprietary"",""Phone"""
"35218302,""Zaxid"",""Proprietary"",""Phone"""
"35218303,""Sigmatel"",""Proprietary"",""Phone"""
"35218304,""Samsung"",""Proprietary"",""Phone"""
"35218400,""Bird"",""Proprietary"",""Phone"""
"35218401,""Kejian"",""Proprietary"",""Phone"""
"35218402,""Zaxid"",""Proprietary"",""Phone"""
"35218403,""Capot"",""Proprietary"",""Phone"""
"35218404,""Samsung"",""Proprietary"",""Phone"""
"35218500,""Capitel"",""Proprietary"",""Phone"""
"35218501,""Psitek"",""Proprietary"",""Phone"""
"35218502,""Zaxid"",""Proprietary"",""Phone"""
"35218503,""Tocall"",""Proprietary"",""Phone"""
"35218504,""Samsung"",""Proprietary"",""Phone"""
"35218600,""Capitel"",""Proprietary"",""Phone"""
"35218601,""Yidong"",""Proprietary"",""Phone"""
"35218602,""Zaxid"",""Proprietary"",""Phone"""
"35218603,""ZTE"",""Proprietary"",""Phone"""
"35218604,""Samsung"",""Windows Mobile"",""SmartPhone"""
"35218700,""Zircon"",""Proprietary"",""Phone"""
"35218701,""Yidong"",""Proprietary"",""Phone"""
"35218702,""Zaxid"",""Proprietary"",""Phone"""
"35218703,""HTC"",""Proprietary"",""Phone"""
"35218704,""Addvalue"",""Proprietary"",""Phone"""
"35218800,""RCS"",""Proprietary"",""Phone"""
"35218801,""Yidong"",""Proprietary"",""Phone"""
"35237500,""Top Guo Wei"",""Proprietary"",""Phone"""
"35237502,""Unis-Hitech"",""Proprietary"",""Phone"""
"35237503,""Samsung"",""Proprietary"",""Phone"""
"35237504,""Huawei"",""Proprietary"",""USB modem"""
"35237600,""Siemens"",""Proprietary"",""Phone"""
"35237602,""Newman"",""Proprietary"",""Phone"""
"35237603,""Samsung"",""Proprietary"",""Phone"""
"35237604,""Huawei"",""Proprietary"",""USB modem"""
"35237700,""Siemens"",""Proprietary"",""Phone"""
"35237702,""Haier"",""Proprietary"",""Phone"""
"35237703,""Samsung"",""Proprietary"",""Phone"""
"35237704,""Qigi"",""Proprietary"",""Phone"""
"35237800,""Siemens"",""Proprietary"",""Phone"""
"35237801,""Samsung"",""Proprietary"",""Phone"""
"35237802,""Haier"",""Proprietary"",""Phone"""
"35237803,""Samsung"",""Proprietary"",""Phone"""
"35237804,""Gfive"",""Proprietary"",""Phone"""
"35237900,""Sewon"",""Proprietary"",""Phone"""
"35237901,""Samsung"",""Proprietary"",""Phone"""
"35237902,""Daxian"",""Proprietary"",""Phone"""
"35237903,""IO-Sound"",""Proprietary"",""Phone"""
"35237904,""Mi-Fone"",""Proprietary"",""Phone"""
"35238000,""Pantech"",""Proprietary"",""Phone"""
"35238001,""Sony Ericsson"",""Proprietary"",""Phone"""
"35238002,""Samsung"",""Proprietary"",""Phone"""
"35238003,""Nktel"",""Proprietary"",""Phone"""
"35238004,""Mi-Fone"",""Proprietary"",""Phone"""
"35238100,""Kejian"",""Proprietary"",""Phone"""
"35238101,""Sotis"",""Proprietary"",""Phone"""
"35238102,""Lenovo"",""Proprietary"",""Phone"""
"35238103,""Iocean"",""Proprietary"",""Phone"""
"35238104,""AG-Tel"",""Proprietary"",""Phone"""
"35238200,""Kejian"",""Proprietary"",""Phone"""
"35238201,""Sony Ericsson"",""Proprietary"",""Phone"""
"35238202,""Sony Ericsson"",""Proprietary"",""Phone"""
"35238203,""LG"",""Proprietary"",""Phone"""
"35238204,""AG-Tel"",""Proprietary"",""Phone"""
"35238300,""Hitachi"",""Proprietary"",""Phone"""
"35238301,""Sony Ericsson"",""Proprietary"",""Phone"""
"35238302,""Gionee"",""Proprietary"",""Phone"""
"35238303,""ZTE"",""Proprietary"",""Phone"""
"35238304,""AG-Tel"",""Proprietary"",""Phone"""
"35238400,""Hughes"",""Proprietary"",""Phone"""
"35238401,""Samsung"",""Proprietary"",""Phone"""
"35238402,""Sony Ericsson"",""Proprietary"",""Phone"""
"35238403,""CECT"",""Proprietary"",""Phone"""
"35238404,""AG-Tel"",""Proprietary"",""Phone"""
"35238500,""D-Net"",""Proprietary"",""Phone"""
"35238501,""D-Net"",""Proprietary"",""Phone"""
"35238502,""Samsung"",""Proprietary"",""Phone"""
"35238503,""CECT"",""Proprietary"",""Phone"""
"35238504,""AG-Tel"",""Proprietary"",""Phone"""
"35238600,""VK Mobile"",""Proprietary"",""Phone"""
"35238601,""Panda"",""Proprietary"",""Phone"""
"35238602,""Gionee"",""Proprietary"",""Phone"""
"35238603,""CECT"",""Proprietary"",""Phone"""
"35238604,""Samsung"",""Proprietary"",""Phone"""
"35238700,""VK Mobile"",""Proprietary"",""Phone"""
"35258003,""Samsung"",""Proprietary"",""Phone"""
"35258004,""I-Travel"",""Proprietary"",""Phone"""
"35258100,""Siemens"",""Proprietary"",""Phone"""
"35258101,""Okwap"",""Proprietary"",""Phone"""
"35258102,""Gaotong"",""Proprietary"",""Phone"""
"35258103,""Samsung"",""Proprietary"",""Phone"""
"35258104,""Samsung"",""Proprietary"",""Phone"""
